Day,Bar,H,M,S
12,4,10,51,51
12,4,10,52,41
12,4,10,53,31
12,4,10,54,21
12,4,10,55,11
12,4,10,56,1
12,4,11,41,51
12,4,11,42,41
12,4,11,43,31
12,4,11,44,21
12,4,11,45,11
12,4,11,46,1
12,4,12,31,51
12,4,12,32,41
12,4,12,33,31
12,4,12,34,21
12,4,12,35,11
12,4,12,36,1
12,4,13,21,51
12,4,13,22,41
12,4,13,23,31
12,4,13,24,21
12,4,13,25,11
12,4,13,26,1
12,4,14,11,51
12,4,14,12,41
12,4,14,13,31
12,4,14,14,21
12,4,14,15,11
12,4,14,16,1
12,4,15,1,51
12,4,15,2,41
12,4,15,3,31
12,4,15,4,21
12,4,15,5,11
12,4,15,6,1
12,4,13,59,59
12,4,14,49,59
12,4,14,50,49
12,4,14,51,39
12,4,14,52,29
12,4,14,53,19
12,4,14,54,9
12,4,15,39,59
12,4,15,40,49
12,4,15,41,39
12,4,15,42,29
12,4,15,43,19
12,4,15,44,9
12,4,16,29,59
12,4,16,30,49
12,4,16,31,39
12,4,16,32,29
12,4,16,33,19
12,4,16,34,9
12,4,17,19,59
12,4,17,20,49
12,4,17,21,39
12,4,17,22,29
12,4,17,23,19
12,4,17,24,9
12,4,18,9,59
12,4,18,10,49
12,4,18,11,39
12,4,18,12,29
12,4,18,13,19
12,4,18,14,9
12,4,19,0,49
12,4,19,1,39
12,4,19,2,29
12,4,19,3,19
12,4,19,4,9
12,4,16,50,53
12,4,16,51,43
12,4,16,52,33
12,4,16,53,23
12,4,16,54,13
12,4,16,55,3
12,4,17,40,53
12,4,17,41,43
12,4,17,42,33
12,4,17,43,23
12,4,17,44,13
12,4,17,45,3
12,4,18,30,53
12,4,18,31,43
12,4,18,32,33
12,4,18,33,23
12,4,18,34,13
12,4,18,35,3
12,4,19,20,53
12,4,19,21,43
12,4,19,22,33
12,4,19,23,23
12,4,19,24,13
12,4,19,25,3
12,4,20,10,53
12,4,20,11,43
12,4,20,12,33
12,4,20,13,23
12,4,20,14,13
12,4,20,15,3
12,4,21,0,53
12,4,21,1,43
12,4,21,2,33
12,4,21,3,23
12,4,21,4,13
12,4,21,5,3
12,4,19,59,51
12,4,20,49,51
12,4,20,50,41
12,4,20,51,31
12,4,20,52,21
12,4,20,53,11
12,4,20,54,1
12,4,21,39,51
12,4,21,40,41
12,4,21,41,31
12,4,21,42,21
12,4,21,43,11
12,4,21,44,1
12,4,22,29,51
12,4,22,30,41
12,4,22,31,31
12,4,22,32,21
12,4,22,33,11
12,4,22,34,1
12,4,23,19,51
12,4,23,20,41
12,4,23,21,31
12,4,23,22,21
12,4,23,23,11
12,4,23,24,1
12,4,23,57,59
12,4,23,58,49
12,4,23,59,39
12,5,0,14,53
12,5,0,15,43
12,5,0,16,33
12,5,0,17,23
12,5,0,18,13
12,5,0,19,3
12,5,1,4,53
12,5,1,5,43
12,5,1,6,33
12,5,1,7,23
12,5,1,8,13
12,5,1,9,3
12,5,0,53,51
12,5,0,54,41
12,5,0,55,31
12,5,0,56,21
12,5,0,57,11
12,5,0,58,1
12,5,1,43,51
12,5,1,44,41
12,5,1,45,31
12,5,1,46,21
12,5,1,47,11
12,5,1,48,1
12,5,2,33,51
12,5,2,34,41
12,5,2,35,31
12,5,2,36,21
12,5,2,37,11
12,5,2,38,1
12,5,3,23,51
12,5,3,24,41
12,5,3,25,31
12,5,3,26,21
12,5,3,27,11
12,5,3,28,1
12,5,4,13,51
12,5,4,14,41
12,5,4,15,31
12,5,4,16,21
12,5,4,17,11
12,5,4,18,1
12,5,5,3,51
12,5,5,4,41
12,5,5,5,31
12,5,5,6,21
12,5,5,7,11
12,5,5,8,1
12,5,4,51,59
12,5,4,52,49
12,5,4,53,39
12,5,4,54,29
12,5,4,55,19
12,5,4,56,9
12,5,4,57,0
12,5,5,41,59
12,5,5,42,49
12,5,5,43,39
12,5,5,44,29
12,5,5,45,19
12,5,5,46,9
12,5,5,47,0
12,5,6,31,59
12,5,6,32,49
12,5,6,33,39
12,5,6,34,29
12,5,6,35,19
12,5,6,36,9
12,5,6,37,0
12,5,7,21,59
12,5,7,22,49
12,5,7,23,39
12,5,7,24,29
12,5,7,25,19
12,5,7,26,9
12,5,7,27,0
12,5,8,11,59
12,5,8,12,49
12,5,8,13,39
12,5,8,14,29
12,5,8,15,19
12,5,8,16,9
12,5,8,17,0
12,5,9,1,59
12,5,9,2,49
12,5,9,3,39
12,5,9,4,29
12,5,9,5,19
12,5,9,6,9
12,5,9,7,0
12,5,6,52,53
12,5,6,53,43
12,5,6,54,33
12,5,6,55,23
12,5,6,56,13
12,5,6,57,3
12,5,7,42,53
12,5,7,43,43
12,5,7,44,33
12,5,7,45,23
12,5,7,46,13
12,5,7,47,3
12,5,8,32,53
12,5,8,33,43
12,5,8,34,33
12,5,8,35,23
12,5,8,36,13
12,5,8,37,3
12,5,9,22,53
12,5,9,23,43
12,5,9,24,33
12,5,9,25,23
12,5,9,26,13
12,5,9,27,3
12,5,10,12,53
12,5,10,13,43
12,5,10,14,33
12,5,10,15,23
12,5,10,16,13
12,5,10,17,3
12,5,11,2,53
12,5,11,3,43
12,5,11,4,33
12,5,11,5,23
12,5,11,6,13
12,5,11,7,3
12,5,10,51,51
12,5,10,52,41
12,5,10,53,31
12,5,10,54,21
12,5,10,55,11
12,5,10,56,1
12,5,11,41,51
12,5,11,42,41
12,5,11,43,31
12,5,11,44,21
12,5,11,45,11
12,5,11,46,1
12,5,12,31,51
12,5,12,32,41
12,5,12,33,31
12,5,12,34,21
12,5,12,35,11
12,5,12,36,1
12,5,13,21,51
12,5,13,22,41
12,5,13,23,31
12,5,13,24,21
12,5,13,25,11
12,5,13,26,1
12,5,14,11,51
12,5,14,12,41
12,5,14,13,31
12,5,14,14,21
12,5,14,15,11
12,5,14,16,1
12,5,15,1,51
12,5,15,2,41
12,5,15,3,31
12,5,15,4,21
12,5,15,5,11
12,5,15,6,1
12,5,13,59,59
12,5,14,49,59
12,5,14,50,49
12,5,14,51,39
12,5,14,52,29
12,5,14,53,19
12,5,14,54,9
12,5,15,39,59
12,5,15,40,49
12,5,15,41,39
12,5,15,42,29
12,5,15,43,19
12,5,15,44,9
12,5,16,29,59
12,5,16,30,49
12,5,16,31,39
12,5,16,32,29
12,5,16,33,19
12,5,16,34,9
12,5,17,19,59
12,5,17,20,49
12,5,17,21,39
12,5,17,22,29
12,5,17,23,19
12,5,17,24,9
12,5,18,9,59
12,5,18,10,49
12,5,18,11,39
12,5,18,12,29
12,5,18,13,19
12,5,18,14,9
12,5,19,0,49
12,5,19,1,39
12,5,19,2,29
12,5,19,3,19
12,5,19,4,9
12,5,16,50,53
12,5,16,51,43
12,5,16,52,33
12,5,16,53,23
12,5,16,54,13
12,5,16,55,3
12,5,17,40,53
12,5,17,41,43
12,5,17,42,33
12,5,17,43,23
12,5,17,44,13
12,5,17,45,3
12,5,18,30,53
12,5,18,31,43
12,5,18,32,33
12,5,18,33,23
12,5,18,34,13
12,5,18,35,3
12,5,19,20,53
12,5,19,21,43
12,5,19,22,33
12,5,19,23,23
12,5,19,24,13
12,5,19,25,3
12,5,20,10,53
12,5,20,11,43
12,5,20,12,33
12,5,20,13,23
12,5,20,14,13
12,5,20,15,3
12,5,21,0,53
12,5,21,1,43
12,5,21,2,33
12,5,21,3,23
12,5,21,4,13
12,5,21,5,3
12,5,19,59,51
12,5,20,49,51
12,5,20,50,41
12,5,20,51,31
12,5,20,52,21
12,5,20,53,11
12,5,20,54,1
12,5,21,39,51
12,5,21,40,41
12,5,21,41,31
12,5,21,42,21
12,5,21,43,11
12,5,21,44,1
12,5,22,29,51
12,5,22,30,41
12,5,22,31,31
12,5,22,32,21
12,5,22,33,11
12,5,22,34,1
12,5,23,19,51
12,5,23,20,41
12,5,23,21,31
12,5,23,22,21
12,5,23,23,11
12,5,23,24,1
12,5,23,57,59
12,5,23,58,49
12,5,23,59,39
12,6,0,14,53
12,6,0,15,43
12,6,0,16,33
12,6,0,17,23
12,6,0,18,13
12,6,0,19,3
12,6,1,4,53
12,6,1,5,43
12,6,1,6,33
12,6,1,7,23
12,6,1,8,13
12,6,1,9,3
12,6,0,53,51
12,6,0,54,41
12,6,0,55,31
12,6,0,56,21
12,6,0,57,11
12,6,0,58,1
12,6,1,43,51
12,6,1,44,41
12,6,1,45,31
12,6,1,46,21
12,6,1,47,11
12,6,1,48,1
12,6,2,33,51
12,6,2,34,41
12,6,2,35,31
12,6,2,36,21
12,6,2,37,11
12,6,2,38,1
12,6,3,23,51
12,6,3,24,41
12,6,3,25,31
12,6,3,26,21
12,6,3,27,11
12,6,3,28,1
12,6,4,13,51
12,6,4,14,41
12,6,4,15,31
12,6,4,16,21
12,6,4,17,11
12,6,4,18,1
12,6,5,3,51
12,6,5,4,41
12,6,5,5,31
12,6,5,6,21
12,6,5,7,11
12,6,5,8,1
12,6,4,51,59
12,6,4,52,49
12,6,4,53,39
12,6,4,54,29
12,6,4,55,19
12,6,4,56,9
12,6,4,57,0
12,6,5,41,59
12,6,5,42,49
12,6,5,43,39
12,6,5,44,29
12,6,5,45,19
12,6,5,46,9
12,6,5,47,0
12,6,6,31,59
12,6,6,32,49
12,6,6,33,39
12,6,6,34,29
12,6,6,35,19
12,6,6,36,9
12,6,6,37,0
12,6,7,21,59
12,6,7,22,49
12,6,7,23,39
12,6,7,24,29
12,6,7,25,19
12,6,7,26,9
12,6,7,27,0
12,6,8,11,59
12,6,8,12,49
12,6,8,13,39
12,6,8,14,29
12,6,8,15,19
12,6,8,16,9
12,6,8,17,0
12,6,9,1,59
12,6,9,2,49
12,6,9,3,39
12,6,9,4,29
12,6,9,5,19
12,6,9,6,9
12,6,9,7,0
12,6,6,52,53
12,6,6,53,43
12,6,6,54,33
12,6,6,55,23
12,6,6,56,13
12,6,6,57,3
12,6,7,42,53
12,6,7,43,43
12,6,7,44,33
12,6,7,45,23
12,6,7,46,13
12,6,7,47,3
12,6,8,32,53
12,6,8,33,43
12,6,8,34,33
12,6,8,35,23
12,6,8,36,13
12,6,8,37,3
12,6,9,22,53
12,6,9,23,43
12,6,9,24,33
12,6,9,25,23
12,6,9,26,13
12,6,9,27,3
12,6,10,12,53
12,6,10,13,43
12,6,10,14,33
12,6,10,15,23
12,6,10,16,13
12,6,10,17,3
12,6,11,2,53
12,6,11,3,43
12,6,11,4,33
12,6,11,5,23
12,6,11,6,13
12,6,11,7,3
12,6,10,51,51
12,6,10,52,41
12,6,10,53,31
12,6,10,54,21
12,6,10,55,11
12,6,10,56,1
12,6,11,41,51
12,6,11,42,41
12,6,11,43,31
12,6,11,44,21
12,6,11,45,11
12,6,11,46,1
12,6,12,31,51
12,6,12,32,41
12,6,12,33,31
12,6,12,34,21
12,6,12,35,11
12,6,12,36,1
12,6,13,21,51
12,6,13,22,41
12,6,13,23,31
12,6,13,24,21
12,6,13,25,11
12,6,13,26,1
12,6,14,11,51
12,6,14,12,41
12,6,14,13,31
12,6,14,14,21
12,6,14,15,11
12,6,14,16,1
12,6,15,1,51
12,6,15,2,41
12,6,15,3,31
12,6,15,4,21
12,6,15,5,11
12,6,15,6,1
12,6,13,59,59
12,6,14,49,59
12,6,14,50,49
12,6,14,51,39
12,6,14,52,29
12,6,14,53,19
12,6,14,54,9
12,6,15,39,59
12,6,15,40,49
12,6,15,41,39
12,6,15,42,29
12,6,15,43,19
12,6,15,44,9
12,6,16,29,59
12,6,16,30,49
12,6,16,31,39
12,6,16,32,29
12,6,16,33,19
12,6,16,34,9
12,6,17,19,59
12,6,17,20,49
12,6,17,21,39
12,6,17,22,29
12,6,17,23,19
12,6,17,24,9
12,6,18,9,59
12,6,18,10,49
12,6,18,11,39
12,6,18,12,29
12,6,18,13,19
12,6,18,14,9
12,6,19,0,49
12,6,19,1,39
12,6,19,2,29
12,6,19,3,19
12,6,19,4,9
12,6,16,50,53
12,6,16,51,43
12,6,16,52,33
12,6,16,53,23
12,6,16,54,13
12,6,16,55,3
12,6,17,40,53
12,6,17,41,43
12,6,17,42,33
12,6,17,43,23
12,6,17,44,13
12,6,17,45,3
12,6,18,30,53
12,6,18,31,43
12,6,18,32,33
12,6,18,33,23
12,6,18,34,13
12,6,18,35,3
12,6,19,20,53
12,6,19,21,43
12,6,19,22,33
12,6,19,23,23
12,6,19,24,13
12,6,19,25,3
12,6,20,10,53
12,6,20,11,43
12,6,20,12,33
12,6,20,13,23
12,6,20,14,13
12,6,20,15,3
12,6,21,0,53
12,6,21,1,43
12,6,21,2,33
12,6,21,3,23
12,6,21,4,13
12,6,21,5,3
12,6,19,59,51
12,6,20,49,51
12,6,20,50,41
12,6,20,51,31
12,6,20,52,21
12,6,20,53,11
12,6,20,54,1
12,6,21,39,51
12,6,21,40,41
12,6,21,41,31
12,6,21,42,21
12,6,21,43,11
12,6,21,44,1
12,6,22,29,51
12,6,22,30,41
12,6,22,31,31
12,6,22,32,21
12,6,22,33,11
12,6,22,34,1
12,6,23,19,51
12,6,23,20,41
12,6,23,21,31
12,6,23,22,21
12,6,23,23,11
12,6,23,24,1
12,6,23,57,59
12,6,23,58,49
12,6,23,59,39
12,4,6,56,53
12,4,6,57,43
12,4,6,58,33
12,4,6,59,23
12,4,7,46,53
12,4,7,47,43
12,4,7,48,33
12,4,7,49,23
12,4,7,50,13
12,4,7,51,3
12,4,8,36,53
12,4,8,37,43
12,4,8,38,33
12,4,8,39,23
12,4,8,40,13
12,4,8,41,3
12,4,9,26,53
12,4,9,27,43
12,4,9,28,33
12,4,9,29,23
12,4,9,30,13
12,4,9,31,3
12,4,10,16,53
12,4,10,17,43
12,4,10,18,33
12,4,10,19,23
12,4,10,20,13
12,4,10,21,3
12,4,11,6,53
12,4,11,7,43
12,4,11,8,33
12,4,11,9,23
12,4,11,10,13
12,4,11,11,3
12,4,12,0,13
12,4,12,1,3
12,4,10,55,51
12,4,10,56,41
12,4,10,57,31
12,4,10,58,21
12,4,10,59,11
12,4,11,45,51
12,4,11,46,41
12,4,11,47,31
12,4,11,48,21
12,4,11,49,11
12,4,11,50,1
12,4,12,35,51
12,4,12,36,41
12,4,12,37,31
12,4,12,38,21
12,4,12,39,11
12,4,12,40,1
12,4,13,25,51
12,4,13,26,41
12,4,13,27,31
12,4,13,28,21
12,4,13,29,11
12,4,13,30,1
12,4,14,15,51
12,4,14,16,41
12,4,14,17,31
12,4,14,18,21
12,4,14,19,11
12,4,14,20,1
12,4,15,5,51
12,4,15,6,41
12,4,15,7,31
12,4,15,8,21
12,4,15,9,11
12,4,15,10,1
12,4,16,0,1
12,4,14,53,59
12,4,14,54,49
12,4,14,55,39
12,4,14,56,29
12,4,14,57,19
12,4,14,58,9
12,4,15,43,59
12,4,15,44,49
12,4,15,45,39
12,4,15,46,29
12,4,15,47,19
12,4,15,48,9
12,4,16,33,59
12,4,16,34,49
12,4,16,35,39
12,4,16,36,29
12,4,16,37,19
12,4,16,38,9
12,4,17,23,59
12,4,17,24,49
12,4,17,25,39
12,4,17,26,29
12,4,17,27,19
12,4,17,28,9
12,4,18,13,59
12,4,18,14,49
12,4,18,15,39
12,4,18,16,29
12,4,18,17,19
12,4,18,18,9
12,4,19,3,59
12,4,19,4,49
12,4,19,5,39
12,4,19,6,29
12,4,19,7,19
12,4,19,8,9
12,4,16,54,53
12,4,16,55,43
12,4,16,56,33
12,4,16,57,23
12,4,16,58,13
12,4,16,59,3
12,4,17,44,53
12,4,17,45,43
12,4,17,46,33
12,4,17,47,23
12,4,17,48,13
12,4,17,49,3
12,4,18,34,53
12,4,18,35,43
12,4,18,36,33
12,4,18,37,23
12,4,18,38,13
12,4,18,39,3
12,4,19,24,53
12,4,19,25,43
12,4,19,26,33
12,4,19,27,23
12,4,19,28,13
12,4,19,29,3
12,4,20,14,53
12,4,20,15,43
12,4,20,16,33
12,4,20,17,23
12,4,20,18,13
12,4,20,19,3
12,4,21,4,53
12,4,21,5,43
12,4,21,6,33
12,4,21,7,23
12,4,21,8,13
12,4,21,9,3
12,4,20,53,51
12,4,20,54,41
12,4,20,55,31
12,4,20,56,21
12,4,20,57,11
12,4,20,58,1
12,4,21,43,51
12,4,21,44,41
12,4,21,45,31
12,4,21,46,21
12,4,21,47,11
12,4,21,48,1
12,4,22,33,51
12,4,22,34,41
12,4,22,35,31
12,4,22,36,21
12,4,22,37,11
12,4,22,38,1
12,4,23,23,51
12,4,23,24,41
12,4,23,25,31
12,4,23,26,21
12,4,23,27,11
12,4,23,28,1
12,1,0,8,53
12,1,0,9,43
12,1,0,10,33
12,1,0,11,23
12,1,0,12,13
12,1,0,13,3
12,1,1,0,33
12,1,1,1,23
12,1,1,2,13
12,1,1,3,3
12,1,0,47,51
12,1,0,48,41
12,1,0,49,31
12,1,0,50,21
12,1,0,51,11
12,1,0,52,1
12,1,1,37,51
12,1,1,38,41
12,1,1,39,31
12,1,1,40,21
12,1,1,41,11
12,1,1,42,1
12,1,2,27,51
12,1,2,28,41
12,1,2,29,31
12,1,2,30,21
12,1,2,31,11
12,1,2,32,1
12,1,3,17,51
12,1,3,18,41
12,1,3,19,31
12,1,3,20,21
12,1,3,21,11
12,1,3,22,1
12,1,4,7,51
12,1,4,8,41
12,1,4,9,31
12,1,4,10,21
12,1,4,11,11
12,1,4,12,1
12,1,5,0,21
12,1,5,1,11
12,1,5,2,1
12,1,3,55,59
12,1,3,56,49
12,1,3,57,39
12,1,3,58,29
12,1,3,59,19
12,1,4,45,59
12,1,4,46,49
12,1,4,47,39
12,1,4,48,29
12,1,4,49,19
12,1,4,50,9
12,1,5,35,59
12,1,5,36,49
12,1,5,37,39
12,1,5,38,29
12,1,5,39,19
12,1,5,40,9
12,1,6,25,59
12,1,6,26,49
12,1,6,27,39
12,1,6,28,29
12,1,6,29,19
12,1,6,30,9
12,1,7,15,59
12,1,7,16,49
12,1,7,17,39
12,1,7,18,29
12,1,7,19,19
12,1,7,20,9
12,1,8,5,59
12,1,8,6,49
12,1,8,7,39
12,1,8,8,29
12,1,8,9,19
12,1,8,10,9
12,1,9,0,9
12,1,5,56,53
12,1,5,57,43
12,1,5,58,33
12,1,5,59,23
12,1,6,46,53
12,1,6,47,43
12,1,6,48,33
12,1,6,49,23
12,1,6,50,13
12,1,6,51,3
12,1,7,36,53
12,1,7,37,43
12,1,7,38,33
12,1,7,39,23
12,1,7,40,13
12,1,7,41,3
12,1,8,26,53
12,1,8,27,43
12,1,8,28,33
12,1,8,29,23
12,1,8,30,13
12,1,8,31,3
12,1,9,16,53
12,1,9,17,43
12,1,9,18,33
12,1,9,19,23
12,1,9,20,13
12,1,9,21,3
12,1,10,6,53
12,1,10,7,43
12,1,10,8,33
12,1,10,9,23
12,1,10,10,13
12,1,10,11,3
12,1,11,0,13
12,1,11,1,3
12,1,9,55,51
12,1,9,56,41
12,1,9,57,31
12,1,9,58,21
12,1,9,59,11
12,1,10,45,51
12,1,10,46,41
12,1,10,47,31
12,1,10,48,21
12,1,10,49,11
12,1,10,50,1
12,1,11,35,51
12,1,11,36,41
12,1,11,37,31
12,1,11,38,21
12,1,11,39,11
12,1,11,40,1
12,1,12,25,51
12,1,12,26,41
12,1,12,27,31
12,1,12,28,21
12,1,12,29,11
12,1,12,30,1
12,1,13,15,51
12,1,13,16,41
12,1,13,17,31
12,1,13,18,21
12,1,13,19,11
12,1,13,20,1
12,1,14,5,51
12,1,14,6,41
12,1,14,7,31
12,1,14,8,21
12,1,14,9,11
12,1,14,10,1
12,1,15,0,1
12,1,13,53,59
12,1,13,54,49
12,1,13,55,39
12,1,13,56,29
12,1,13,57,19
12,1,13,58,9
12,1,13,59,0
12,1,14,43,59
12,1,14,44,49
12,1,14,45,39
12,1,14,46,29
12,1,14,47,19
12,1,14,48,9
12,1,14,49,0
12,1,15,33,59
12,1,15,34,49
12,1,15,35,39
12,1,15,36,29
12,1,15,37,19
12,1,15,38,9
12,1,15,39,0
12,1,16,23,59
12,1,16,24,49
12,1,16,25,39
12,1,16,26,29
12,1,16,27,19
12,1,16,28,9
12,1,16,29,0
12,1,17,13,59
12,1,17,14,49
12,1,17,15,39
12,1,17,16,29
12,1,17,17,19
12,1,17,18,9
12,1,17,19,0
12,1,18,3,59
12,1,18,4,49
12,1,18,5,39
12,1,18,6,29
12,1,18,7,19
12,1,18,8,9
12,1,18,9,0
12,1,19,0,0
12,1,6,56,53
12,1,6,57,43
12,1,6,58,33
12,1,6,59,23
12,1,7,46,53
12,1,7,47,43
12,1,7,48,33
12,1,7,49,23
12,1,7,50,13
12,1,7,51,3
12,1,8,36,53
12,1,8,37,43
12,1,8,38,33
12,1,8,39,23
12,1,8,40,13
12,1,8,41,3
12,1,9,26,53
12,1,9,27,43
12,1,9,28,33
12,1,9,29,23
12,1,9,30,13
12,1,9,31,3
12,1,10,16,53
12,1,10,17,43
12,1,10,18,33
12,1,10,19,23
12,1,10,20,13
12,1,10,21,3
12,1,11,6,53
12,1,11,7,43
12,1,11,8,33
12,1,11,9,23
12,1,11,10,13
12,1,11,11,3
12,1,12,0,13
12,1,12,1,3
12,1,10,55,51
12,1,10,56,41
12,1,10,57,31
12,1,10,58,21
12,1,10,59,11
12,1,11,45,51
12,1,11,46,41
12,1,11,47,31
12,1,11,48,21
12,1,11,49,11
12,1,11,50,1
12,1,12,35,51
12,1,12,36,41
12,1,12,37,31
12,1,12,38,21
12,1,12,39,11
12,1,12,40,1
12,1,13,25,51
12,1,13,26,41
12,1,13,27,31
12,1,13,28,21
12,1,13,29,11
12,1,13,30,1
12,1,14,15,51
12,1,14,16,41
12,1,14,17,31
12,1,14,18,21
12,1,14,19,11
12,1,14,20,1
12,1,15,5,51
12,1,15,6,41
12,1,15,7,31
12,1,15,8,21
12,1,15,9,11
12,1,15,10,1
12,1,16,0,1
12,1,14,53,59
12,1,14,54,49
12,1,14,55,39
12,1,14,56,29
12,1,14,57,19
12,1,14,58,9
12,1,15,43,59
12,1,15,44,49
12,1,15,45,39
12,1,15,46,29
12,1,15,47,19
12,1,15,48,9
12,1,16,33,59
12,1,16,34,49
12,1,16,35,39
12,1,16,36,29
12,1,16,37,19
12,1,16,38,9
12,1,17,23,59
12,1,17,24,49
12,1,17,25,39
12,1,17,26,29
12,1,17,27,19
12,1,17,28,9
12,1,18,13,59
12,1,18,14,49
12,1,18,15,39
12,1,18,16,29
12,1,18,17,19
12,1,18,18,9
12,1,19,3,59
12,1,19,4,49
12,1,19,5,39
12,1,19,6,29
12,1,19,7,19
12,1,19,8,9
12,1,16,54,53
12,1,16,55,43
12,1,16,56,33
12,1,16,57,23
12,1,16,58,13
12,1,16,59,3
12,1,17,44,53
12,1,17,45,43
12,1,17,46,33
12,1,17,47,23
12,1,17,48,13
12,1,17,49,3
12,1,18,34,53
12,1,18,35,43
12,1,18,36,33
12,1,18,37,23
12,1,18,38,13
12,1,18,39,3
12,1,19,24,53
12,1,19,25,43
12,1,19,26,33
12,1,19,27,23
12,1,19,28,13
12,1,19,29,3
12,1,20,14,53
12,1,20,15,43
12,1,20,16,33
12,1,20,17,23
12,1,20,18,13
12,1,20,19,3
12,1,21,4,53
12,1,21,5,43
12,1,21,6,33
12,1,21,7,23
12,1,21,8,13
12,1,21,9,3
12,1,20,53,51
12,1,20,54,41
12,1,20,55,31
12,1,20,56,21
12,1,20,57,11
12,1,20,58,1
12,1,21,43,51
12,1,21,44,41
12,1,21,45,31
12,1,21,46,21
12,1,21,47,11
12,1,21,48,1
12,1,22,33,51
12,1,22,34,41
12,1,22,35,31
12,1,22,36,21
12,1,22,37,11
12,1,22,38,1
12,1,23,23,51
12,1,23,24,41
12,1,23,25,31
12,1,23,26,21
12,1,23,27,11
12,1,23,28,1
12,1,6,56,53
12,1,6,57,43
12,1,6,58,33
12,1,6,59,23
12,1,7,46,53
12,1,7,47,43
12,1,7,48,33
12,1,7,49,23
12,1,7,50,13
12,1,7,51,3
12,1,8,36,53
12,1,8,37,43
12,1,8,38,33
12,1,8,39,23
12,1,8,40,13
12,1,8,41,3
12,1,9,26,53
12,1,9,27,43
12,1,9,28,33
12,1,9,29,23
12,1,9,30,13
12,1,9,31,3
12,1,10,16,53
12,1,10,17,43
12,1,10,18,33
12,1,10,19,23
12,1,10,20,13
12,1,10,21,3
12,1,11,6,53
12,1,11,7,43
12,1,11,8,33
12,1,11,9,23
12,1,11,10,13
12,1,11,11,3
12,1,12,0,13
12,1,12,1,3
12,1,10,55,51
12,1,10,56,41
12,1,10,57,31
12,1,10,58,21
12,1,10,59,11
12,1,11,45,51
12,1,11,46,41
12,1,11,47,31
12,1,11,48,21
12,1,11,49,11
12,1,11,50,1
12,1,12,35,51
12,1,12,36,41
12,1,12,37,31
12,1,12,38,21
12,1,12,39,11
12,1,12,40,1
12,1,13,25,51
12,1,13,26,41
12,1,13,27,31
12,1,13,28,21
12,1,13,29,11
12,1,13,30,1
12,1,14,15,51
12,1,14,16,41
12,1,14,17,31
12,1,14,18,21
12,1,14,19,11
12,1,14,20,1
12,1,15,5,51
12,1,15,6,41
12,1,15,7,31
12,1,15,8,21
12,1,15,9,11
12,1,15,10,1
12,1,16,0,1
12,1,14,53,59
12,1,14,54,49
12,1,14,55,39
12,1,14,56,29
12,1,14,57,19
12,1,14,58,9
12,1,15,43,59
12,1,15,44,49
12,1,15,45,39
12,1,15,46,29
12,1,15,47,19
12,1,15,48,9
12,1,16,33,59
12,1,16,34,49
12,1,16,35,39
12,1,16,36,29
12,1,16,37,19
12,1,16,38,9
12,1,17,23,59
12,1,17,24,49
12,1,17,25,39
12,1,17,26,29
12,1,17,27,19
12,1,17,28,9
12,1,18,13,59
12,1,18,14,49
12,1,18,15,39
12,1,18,16,29
12,1,18,17,19
12,1,18,18,9
12,1,19,3,59
12,1,19,4,49
12,1,19,5,39
12,1,19,6,29
12,1,19,7,19
12,1,19,8,9
12,1,16,54,53
12,1,16,55,43
12,1,16,56,33
12,1,16,57,23
12,1,16,58,13
12,1,16,59,3
12,1,17,44,53
12,1,17,45,43
12,1,17,46,33
12,1,17,47,23
12,1,17,48,13
12,1,17,49,3
12,1,18,34,53
12,1,18,35,43
12,1,18,36,33
12,1,18,37,23
12,1,18,38,13
12,1,18,39,3
12,1,19,24,53
12,1,19,25,43
12,1,19,26,33
12,1,19,27,23
12,1,19,28,13
12,1,19,29,3
12,1,20,14,53
12,1,20,15,43
12,1,20,16,33
12,1,20,17,23
12,1,20,18,13
12,1,20,19,3
12,1,21,4,53
12,1,21,5,43
12,1,21,6,33
12,1,21,7,23
12,1,21,8,13
12,1,21,9,3
12,1,20,53,51
12,1,20,54,41
12,1,20,55,31
12,1,20,56,21
12,1,20,57,11
12,1,20,58,1
12,1,21,43,51
12,1,21,44,41
12,1,21,45,31
12,1,21,46,21
12,1,21,47,11
12,1,21,48,1
12,1,22,33,51
12,1,22,34,41
12,1,22,35,31
12,1,22,36,21
12,1,22,37,11
12,1,22,38,1
12,1,23,23,51
12,1,23,24,41
12,1,23,25,31
12,1,23,26,21
12,1,23,27,11
12,1,23,28,1
12,2,0,8,53
12,2,0,9,43
12,2,0,10,33
12,2,0,11,23
12,2,0,12,13
12,2,0,13,3
12,2,1,0,33
12,2,1,1,23
12,2,1,2,13
12,2,1,3,3
12,2,0,47,51
12,2,0,48,41
12,2,0,49,31
12,2,0,50,21
12,2,0,51,11
12,2,0,52,1
12,2,1,37,51
12,2,1,38,41
12,2,1,39,31
12,2,1,40,21
12,2,1,41,11
12,2,1,42,1
12,2,2,27,51
12,2,2,28,41
12,2,2,29,31
12,2,2,30,21
12,2,2,31,11
12,2,2,32,1
12,2,3,17,51
12,2,3,18,41
12,2,3,19,31
12,2,3,20,21
12,2,3,21,11
12,2,3,22,1
12,2,4,7,51
12,2,4,8,41
12,2,4,9,31
12,2,4,10,21
12,2,4,11,11
12,2,4,12,1
